rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,7.1,2.2,2.1,2.2,4.2,4.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,1.2,1.1,4.2,4.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,2.2,2.1,7.1,5.2,5.1,5.2,7.2,7.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,5.1,5.2,4.2,4.1,3.2,3.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,4.2,4.1,2.2,2.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,4.2,4.1,2.2,2.1,6.1,5.2,5.1,5.2,7.1,7.2,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,2.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,7.1,6.2,6.1,6.2,7.2,7.1,5.2,5.1,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,4.2,4.1,7.1,5.2,5.1,5.2,2.2,2.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,5.1,5.2,4.2,4.1,3.2,3.1,6.1,7.1,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,1.2,1.1,4.2,4.1,6.1,7.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,1.2,1.1,1.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,4.2,4.1,2.2,2.1,6.1,7.1,5.2,5.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,5.2,3.2,3.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,4.2,4.1,2.2,2.1,6.1,5.2,5.1,5.2,7.1,7.2,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,5.2,5.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,5.2,5.1,7.1,2.2,2.1,2.2,4.2,4.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,4.2,4.1,7.1,5.2,5.1,5.2,7.2,7.1,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,7.1,5.2,5.1,5.2,2.2,2.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,2.2,2.1,7.1,5.2,5.1,5.2,4.2,4.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,1.2,1.1,1.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,7.1,2.2,2.1,2.2,7.2,7.1,4.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,1.2,1.1,2.2,2.1,3.1,4.1,5.1,5.2,4.2,4.1,3.2,3.1,6.1,7.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,7.1,2.2,2.1,2.2,4.2,4.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,1.2,1.1,2.2,2.1,3.1,4.1,4.2,4.1,5.1,5.2,3.2,3.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,1.2,1.1,1.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,7.1,2.2,2.1,2.2,4.2,4.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,1.2,1.1,1.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,6.2,5.2,5.1,4.2,4.1,7.1,1.2,1.1,1.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,5.2,3.2,3.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,4.2,4.1,2.2,2.1,6.1,7.1,5.2,5.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,7.1,6.2,6.1,6.2,7.2,7.1,2.2,2.1,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,7.1,6.2,6.2,6.1,7.2,7.1,5.2,5.1,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.570087712549569,1.1,2.1,1.2,1.1,2.2,2.1,3.1,4.1,4.2,4.1,5.1,5.2,3.2,3.1,6.1,7.1,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5771601883432528,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,7.1,6.2,6.1,7.2,7.1,4.1,1.2,1.1,1.2,4.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.5771601883432528,1.1,2.1,1.2,1.1,2.2,2.1,3.1,4.1,4.2,4.1,5.1,6.1,6.2,6.1,7.1,7.2,3.1,5.2,5.1,5.2,3.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.5771601883432528,1.1,2.1,3.1,2.2,2.1,2.2,4.1,3.2,3.1,3.2,5.1,6.1,6.2,6.1,7.1,1.2,5.2,5.1,1.1,1.2,7.2,7.1,4.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.5900890447694209,1.1,2.1,3.1,3.2,4.1,1.2,1.2,1.1,4.2,4.1,5.1,2.2,6.1,2.1,2.1,2.2,5.2,5.1,7.1,6.2,6.1,6.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.5900890447694209,1.1,2.1,3.1,3.2,4.1,2.2,2.2,2.1,4.2,4.1,5.1,1.2,6.1,1.1,1.1,1.2,5.2,5.1,7.1,6.2,6.1,6.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,5.2,5.1,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,2.2,2.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,5.2,5.1,2.2,2.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,4.2,4.1,2.2,2.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,2.2,2.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,6.1,6.2,5.2,5.1,2.2,2.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,7.2,7.1,6.1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,2.2,2.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,6.2,2.2,2.1,7.1,4.2,4.1,4.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.5916079783099616,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,4.2,4.1,2.2,2.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6109051323707206,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,6.2,6.1,7.1,7.2,3.1,2.2,2.1,2.2,5.2,5.1,3.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.6109051323707206,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,7.1,7.2,7.1,6.2,6.1,2.1,4.2,4.1,4.2,2.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.6109051323707206,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,1.2,6.1,1.1,1.2,4.2,4.1,7.1,2.2,2.1,2.2,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6109051323707206,1.1,1.2,2.1,3.1,3.2,3.1,4.1,5.1,5.2,5.1,6.1,7.1,7.2,7.1,4.2,4.1,2.1,6.2,6.1,6.2,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.6123724356957945,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,5.1,6.1,6.2,6.1,5.2,5.1,7.1,2.2,2.1,2.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,4.2,4.1,3.1,3.2,5.1,6.1,6.2,6.1,7.1,7.2,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,3.2,3.1,4.1,1.2,5.1,1.1,1.2,1.1,4.2,4.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,5.1,3.2,5.2,5.1,5.2,3.1,3.2,6.1,7.1,7.2,7.1,6.2,6.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,2.2,5.2,5.1,5.2,2.1,2.2,3.2,3.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,4.2,4.1,3.1,3.2,5.1,6.1,6.2,6.1,7.1,7.2,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,1.2,1.1,6.1,2.2,6.2,6.1,2.1,2.2,4.2,4.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
